[INFO][2017-04-15 09:33:34] Training Start!
[INFO][2017-04-15 09:38:53] batch_iter 1 | num_iter 64 | loss: 2.47326, ss: 0 | accuracy 0.33, ss: 0 | time_cost(s): 319.105
[INFO][2017-04-15 22:13:32] batch_iter 174 | num_iter 11136 | loss: 0.360109, ss: 11 | accuracy 0.91, ss: 46 | time_cost(s): 260.674
[INFO][2017-04-15 22:17:53] batch_iter 175 | num_iter 11200 | loss: 0.968755, ss: 12 | accuracy 0.74, ss: 47 | time_cost(s): 261.183
[INFO][2017-04-15 22:22:15] batch_iter 176 | num_iter 11264 | loss: 0.446554, ss: 13 | accuracy 0.89, ss: 48 | time_cost(s): 261.055
[INFO][2017-04-15 22:26:36] batch_iter 177 | num_iter 11328 | loss: 0.828377, ss: 14 | accuracy 0.77, ss: 49 | time_cost(s): 261.003
[INFO][2017-04-15 22:30:57] batch_iter 178 | num_iter 11392 | loss: 0.622904, ss: 15 | accuracy 0.82, ss: 50 | time_cost(s): 260.778
[INFO][2017-04-15 22:35:17] batch_iter 179 | num_iter 11456 | loss: 0.539934, ss: 16 | accuracy 0.86, ss: 51 | time_cost(s): 259.354
[INFO][2017-04-15 22:39:39] batch_iter 180 | num_iter 11520 | loss: 0.580026, ss: 17 | accuracy 0.84, ss: 52 | time_cost(s): 260.706
[INFO][2017-04-15 22:43:59] batch_iter 181 | num_iter 11584 | loss: 0.288269, ss: 0 | accuracy 0.95, ss: 0 | time_cost(s): 260.680
[INFO][2017-04-15 22:48:21] batch_iter 182 | num_iter 11648 | loss: 0.426477, ss: 1 | accuracy 0.85, ss: 1 | time_cost(s): 260.890
[INFO][2017-04-15 22:52:40] batch_iter 183 | num_iter 11712 | loss: 0.330793, ss: 2 | accuracy 0.91, ss: 2 | time_cost(s): 259.133
[INFO][2017-04-15 22:57:02] batch_iter 184 | num_iter 11776 | loss: 0.248038, ss: 0 | accuracy 0.92, ss: 3 | time_cost(s): 261.559
[INFO][2017-04-15 23:01:23] batch_iter 185 | num_iter 11840 | loss: 0.894701, ss: 1 | accuracy 0.72, ss: 4 | time_cost(s): 260.062
[INFO][2017-04-15 23:05:43] batch_iter 186 | num_iter 11904 | loss: 0.528755, ss: 2 | accuracy 0.86, ss: 5 | time_cost(s): 260.069
[INFO][2017-04-15 23:10:04] batch_iter 187 | num_iter 11968 | loss: 0.688752, ss: 3 | accuracy 0.77, ss: 6 | time_cost(s): 260.572
[INFO][2017-04-15 23:14:24] batch_iter 188 | num_iter 12032 | loss: 0.202236, ss: 0 | accuracy 0.94, ss: 7 | time_cost(s): 259.605
[INFO][2017-04-15 23:18:44] batch_iter 189 | num_iter 12096 | loss: 0.256571, ss: 1 | accuracy 0.94, ss: 8 | time_cost(s): 259.422
[INFO][2017-04-15 23:23:04] batch_iter 190 | num_iter 12160 | loss: 0.394702, ss: 2 | accuracy 0.9, ss: 9 | time_cost(s): 260.230
[INFO][2017-04-15 23:27:25] batch_iter 191 | num_iter 12224 | loss: 0.354036, ss: 3 | accuracy 0.89, ss: 10 | time_cost(s): 260.545
[INFO][2017-04-15 23:31:46] batch_iter 192 | num_iter 12288 | loss: 0.363266, ss: 4 | accuracy 0.88, ss: 11 | time_cost(s): 260.890
[INFO][2017-04-15 23:36:08] batch_iter 193 | num_iter 12352 | loss: 0.462778, ss: 5 | accuracy 0.85, ss: 12 | time_cost(s): 260.591
[INFO][2017-04-15 23:40:29] batch_iter 194 | num_iter 12416 | loss: 0.402419, ss: 6 | accuracy 0.91, ss: 13 | time_cost(s): 260.662
[INFO][2017-04-15 23:44:50] batch_iter 195 | num_iter 12480 | loss: 0.484202, ss: 7 | accuracy 0.88, ss: 14 | time_cost(s): 260.880
[INFO][2017-04-15 23:49:11] batch_iter 196 | num_iter 12544 | loss: 0.339047, ss: 8 | accuracy 0.87, ss: 15 | time_cost(s): 260.576
[INFO][2017-04-15 23:53:33] batch_iter 197 | num_iter 12608 | loss: 0.479273, ss: 9 | accuracy 0.83, ss: 16 | time_cost(s): 261.428
[INFO][2017-04-15 23:57:52] batch_iter 198 | num_iter 12672 | loss: 0.224998, ss: 10 | accuracy 0.91, ss: 17 | time_cost(s): 259.201
[INFO][2017-04-16 00:02:12] batch_iter 199 | num_iter 12736 | loss: 0.455061, ss: 11 | accuracy 0.85, ss: 18 | time_cost(s): 259.288
[INFO][2017-04-16 00:06:32] batch_iter 200 | num_iter 12800 | loss: 0.57187, ss: 12 | accuracy 0.83, ss: 19 | time_cost(s): 259.705
[INFO][2017-04-16 00:10:53] batch_iter 201 | num_iter 12864 | loss: 0.307803, ss: 13 | accuracy 0.91, ss: 20 | time_cost(s): 260.537
[INFO][2017-04-16 00:15:15] batch_iter 202 | num_iter 12928 | loss: 0.348219, ss: 14 | accuracy 0.87, ss: 21 | time_cost(s): 261.426
[INFO][2017-04-16 00:19:36] batch_iter 203 | num_iter 12992 | loss: 0.429374, ss: 15 | accuracy 0.87, ss: 22 | time_cost(s): 260.694
[INFO][2017-04-16 00:23:57] batch_iter 204 | num_iter 13056 | loss: 0.220099, ss: 16 | accuracy 0.92, ss: 23 | time_cost(s): 261.235
[INFO][2017-04-16 00:28:20] batch_iter 205 | num_iter 13120 | loss: 0.541694, ss: 17 | accuracy 0.89, ss: 24 | time_cost(s): 261.532
[INFO][2017-04-16 00:32:41] batch_iter 206 | num_iter 13184 | loss: 0.321469, ss: 18 | accuracy 0.91, ss: 25 | time_cost(s): 261.422
[INFO][2017-04-16 00:37:02] batch_iter 207 | num_iter 13248 | loss: 0.441034, ss: 19 | accuracy 0.86, ss: 26 | time_cost(s): 260.059
[INFO][2017-04-16 00:41:22] batch_iter 208 | num_iter 13312 | loss: 0.348515, ss: 20 | accuracy 0.87, ss: 27 | time_cost(s): 259.497
[INFO][2017-04-16 00:45:41] batch_iter 209 | num_iter 13376 | loss: 0.248844, ss: 21 | accuracy 0.94, ss: 28 | time_cost(s): 259.429
[INFO][2017-04-16 00:50:01] batch_iter 210 | num_iter 13440 | loss: 0.355562, ss: 22 | accuracy 0.89, ss: 29 | time_cost(s): 259.356
[INFO][2017-04-16 00:54:23] batch_iter 211 | num_iter 13504 | loss: 0.168084, ss: 0 | accuracy 0.96, ss: 0 | time_cost(s): 261.330
[INFO][2017-04-16 00:58:44] batch_iter 212 | num_iter 13568 | loss: 0.366889, ss: 1 | accuracy 0.87, ss: 1 | time_cost(s): 260.804
[INFO][2017-04-16 01:03:06] batch_iter 213 | num_iter 13632 | loss: 0.390535, ss: 2 | accuracy 0.9, ss: 2 | time_cost(s): 261.590
[INFO][2017-04-16 01:07:27] batch_iter 214 | num_iter 13696 | loss: 0.584352, ss: 3 | accuracy 0.86, ss: 3 | time_cost(s): 261.386
[INFO][2017-04-16 01:11:48] batch_iter 215 | num_iter 13760 | loss: 0.231942, ss: 4 | accuracy 0.92, ss: 4 | time_cost(s): 260.058
[INFO][2017-04-16 01:16:09] batch_iter 216 | num_iter 13824 | loss: 0.495865, ss: 5 | accuracy 0.86, ss: 5 | time_cost(s): 259.894
[INFO][2017-04-16 01:20:29] batch_iter 217 | num_iter 13888 | loss: 0.357723, ss: 6 | accuracy 0.89, ss: 6 | time_cost(s): 260.812
[INFO][2017-04-16 01:24:50] batch_iter 218 | num_iter 13952 | loss: 0.850951, ss: 7 | accuracy 0.77, ss: 7 | time_cost(s): 260.338
[INFO][2017-04-16 01:29:12] batch_iter 219 | num_iter 14016 | loss: 0.24137, ss: 8 | accuracy 0.92, ss: 8 | time_cost(s): 260.609
[INFO][2017-04-16 01:33:33] batch_iter 220 | num_iter 14080 | loss: 0.375341, ss: 9 | accuracy 0.91, ss: 9 | time_cost(s): 261.411
[INFO][2017-04-16 01:37:54] batch_iter 221 | num_iter 14144 | loss: 0.314085, ss: 10 | accuracy 0.92, ss: 10 | time_cost(s): 260.532
[INFO][2017-04-16 01:42:15] batch_iter 222 | num_iter 14208 | loss: 0.180382, ss: 11 | accuracy 0.97, ss: 0 | time_cost(s): 260.220
[INFO][2017-04-16 01:46:36] batch_iter 223 | num_iter 14272 | loss: 0.473716, ss: 12 | accuracy 0.84, ss: 1 | time_cost(s): 260.707
[INFO][2017-04-16 01:50:56] batch_iter 224 | num_iter 14336 | loss: 0.604404, ss: 13 | accuracy 0.85, ss: 2 | time_cost(s): 259.782
[INFO][2017-04-16 01:55:14] batch_iter 225 | num_iter 14400 | loss: 0.337258, ss: 14 | accuracy 0.87, ss: 3 | time_cost(s): 258.209
[INFO][2017-04-16 01:59:34] batch_iter 226 | num_iter 14464 | loss: 0.292072, ss: 15 | accuracy 0.96, ss: 4 | time_cost(s): 258.943
[INFO][2017-04-16 02:03:53] batch_iter 227 | num_iter 14528 | loss: 0.264636, ss: 16 | accuracy 0.96, ss: 5 | time_cost(s): 258.369
[INFO][2017-04-16 02:08:12] batch_iter 228 | num_iter 14592 | loss: 0.163744, ss: 0 | accuracy 0.98, ss: 0 | time_cost(s): 259.311
[INFO][2017-04-16 02:12:31] batch_iter 229 | num_iter 14656 | loss: 0.208829, ss: 1 | accuracy 0.96, ss: 1 | time_cost(s): 258.589
[INFO][2017-04-16 02:16:51] batch_iter 230 | num_iter 14720 | loss: 0.140367, ss: 0 | accuracy 0.96, ss: 2 | time_cost(s): 259.391
[INFO][2017-04-16 02:21:10] batch_iter 231 | num_iter 14784 | loss: 0.19363, ss: 1 | accuracy 0.94, ss: 3 | time_cost(s): 258.594
[INFO][2017-04-16 02:25:31] batch_iter 232 | num_iter 14848 | loss: 0.390162, ss: 2 | accuracy 0.9, ss: 4 | time_cost(s): 260.428
[INFO][2017-04-16 02:29:52] batch_iter 233 | num_iter 14912 | loss: 0.311686, ss: 3 | accuracy 0.9, ss: 5 | time_cost(s): 260.898
[INFO][2017-04-16 02:34:12] batch_iter 234 | num_iter 14976 | loss: 0.273804, ss: 4 | accuracy 0.88, ss: 6 | time_cost(s): 259.812
[INFO][2017-04-16 02:38:33] batch_iter 235 | num_iter 15040 | loss: 0.166027, ss: 5 | accuracy 0.94, ss: 7 | time_cost(s): 260.219
[INFO][2017-04-16 02:42:54] batch_iter 236 | num_iter 15104 | loss: 0.179082, ss: 6 | accuracy 0.94, ss: 8 | time_cost(s): 260.837
[INFO][2017-04-16 02:47:14] batch_iter 237 | num_iter 15168 | loss: 0.227384, ss: 7 | accuracy 0.94, ss: 9 | time_cost(s): 259.333
[INFO][2017-04-16 02:51:34] batch_iter 238 | num_iter 15232 | loss: 0.233366, ss: 8 | accuracy 0.92, ss: 10 | time_cost(s): 259.276
[INFO][2017-04-16 02:55:54] batch_iter 239 | num_iter 15296 | loss: 0.161391, ss: 9 | accuracy 0.97, ss: 11 | time_cost(s): 260.557
[INFO][2017-04-16 03:00:14] batch_iter 240 | num_iter 15360 | loss: 0.257443, ss: 10 | accuracy 0.91, ss: 12 | time_cost(s): 259.303
[INFO][2017-04-16 03:04:36] batch_iter 241 | num_iter 15424 | loss: 0.1607, ss: 11 | accuracy 0.95, ss: 13 | time_cost(s): 260.962
[INFO][2017-04-16 03:08:56] batch_iter 242 | num_iter 15488 | loss: 0.108171, ss: 0 | accuracy 0.95, ss: 14 | time_cost(s): 259.982
[INFO][2017-04-16 03:13:17] batch_iter 243 | num_iter 15552 | loss: 0.239493, ss: 1 | accuracy 0.92, ss: 15 | time_cost(s): 260.468
[INFO][2017-04-16 03:17:36] batch_iter 244 | num_iter 15616 | loss: 0.235226, ss: 2 | accuracy 0.93, ss: 16 | time_cost(s): 258.703
[INFO][2017-04-16 03:21:55] batch_iter 245 | num_iter 15680 | loss: 0.152077, ss: 3 | accuracy 0.92, ss: 17 | time_cost(s): 259.208
[INFO][2017-04-16 03:26:15] batch_iter 246 | num_iter 15744 | loss: 0.310615, ss: 4 | accuracy 0.91, ss: 18 | time_cost(s): 259.311
[INFO][2017-04-16 03:30:36] batch_iter 247 | num_iter 15808 | loss: 0.315309, ss: 5 | accuracy 0.9, ss: 19 | time_cost(s): 260.426
[INFO][2017-04-16 03:34:56] batch_iter 248 | num_iter 15872 | loss: 0.195403, ss: 6 | accuracy 0.96, ss: 20 | time_cost(s): 259.474
[INFO][2017-04-16 03:39:17] batch_iter 249 | num_iter 15936 | loss: 0.525804, ss: 7 | accuracy 0.82, ss: 21 | time_cost(s): 260.907
[INFO][2017-04-16 03:43:37] batch_iter 250 | num_iter 16000 | loss: 0.153839, ss: 8 | accuracy 0.96, ss: 22 | time_cost(s): 259.732
[INFO][2017-04-16 03:47:59] batch_iter 251 | num_iter 16064 | loss: 0.386683, ss: 9 | accuracy 0.89, ss: 23 | time_cost(s): 261.042
[INFO][2017-04-16 03:52:20] batch_iter 252 | num_iter 16128 | loss: 0.543126, ss: 10 | accuracy 0.88, ss: 24 | time_cost(s): 261.063
[INFO][2017-04-16 03:56:42] batch_iter 253 | num_iter 16192 | loss: 0.0739067, ss: 0 | accuracy 0.99, ss: 0 | time_cost(s): 261.317
[INFO][2017-04-16 03:56:42] Small Loss, Training Done!
[INFO][2017-04-16 03:56:42] Model path is ../model/mcn_14k_c30_fcnn_model/video2vec_fcnn.cpkt-16192
[INFO][2017-04-16 03:56:42] Total time cost: 18:21:27
